Gene,725,728,732,737,738,740,743,744,746,753,757,759,761,763,764,771,777,787,790,792
Xkr4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sox17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl15,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0
Lypla1,0,1,1,3,9,0,0,0,9283,5,4,1,7,3,0,1,0,2,8,1
Tcea1,2810,5,2391,20,5116,107,12,1,4860,16,18830,19,25,21150,12,11203,5,16,5,3.7
Rgs20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v1h,2,0,0,4,4,0,0,0,6441,4,4,8,5,2,1,8,0,1,8,2
Oprk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npbwr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rb1cc1,1,2,6,7,27071,13,8,8,851,2,1,0,19,8,4,9873,4326,3,10,5
Fam150a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcmtd1,5,6,1,0,1,2,6,0,0,1,8,0,0,5,0,0,1,9,1,1
Sntg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rrs1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Adhfe1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610203C22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3110035E14Rik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mybl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vcpip1,2,0,0,0,3,6.5,3,3,3,0,1,0,2,12.5,1,0,9,0,2,2
1700034P13Rik,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,2,0,0,0
Sgk3,0,4,2,0,2,3,0,0,2294,3679,5,1,0,2,2,0,1,0,1,2
Mcmdc2,0,0,0,0,29,0,52,0,0,0,103,1,77,88,2,0,0,1,0,0
Snhg6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snord87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcf24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r42,0,0,0,2,1,0,3,0,4,0,1,0,2532,0,1,5734.5,0,3799.5,1,0
Cops5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Cspp1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1192
Arfgef1,5563,5,2,18,5,1,5,1,23,105,14,13,1432,4,2848,19,3,6133,12,6
Cpa6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prex2,1,2,0,8,0,0.35,0,0,1.05,0,0,0,0,0,0,4,0,0,0,0
A830018L16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17644,2.5,7,3820.53,1.5,1,1.5,16.55,57.5,412.6,2.5,53,4.5,0,3,129,4,18.5,6,1.5,2.5
Sulf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slco5a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Prdm14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncoa2,1,1,1,2,7,2,1,3,6,1,2,3,6355,4,2160,10,1,0,10,3
Tram1,7,0,8,3529,7,15,4,0,8,8227,4,7,11,21142,8,10,11,4,9,8
Lactb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xkr9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5523,146.66,30.33,100.67,127.66,408.16,1,80.17,1.67,197.33,181.25,54.67,71.92,365.66,49.67,249.41,85,90,245.08,97.92,400.33
Eya1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Msc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpa1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kcnb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terf1,0,2,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0.14,1,0,0
Sbspon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930444P10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl7,12,7,3,14,4899,7,10,7,14,9,8,13,10,7,6,16,9,7,13,7
Rdh10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stau2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ube2w,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0
Tceb1,0,3583,0,1,0,0,0,5,602,0,0,6,1,3,1,3516,2158,789,2,0
D030040B21Rik,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem70,1,1,0,2,2,0,1,0,0,0,2,0,0,2,0,5,0,3,2,2
Ly96,4,1,0,5,7,5,3,5,8,1,0,1,6,2,2083,6,1,1,9,5
Jph1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gdap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pi15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crispld1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crisp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb44-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tfap2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tfap2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pkhd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linc-md1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il17a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il17f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm3,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0
6720483E21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paqr8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efhc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tram2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem14a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsta3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Khdc1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnq5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rims1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4933415F23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir30a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir30c-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ogfrl1,12276,6,1,4,1231,2,2,1,0,0,4,0,4,4,7,11791,0,2,6,2
B3gat2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0
Smap1,0,0,4,2871,4,1.5,4658,3,508,0,0,2,0,0,2,2,1.5,1042.5,2,0
Sdhaf4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1915,0,0
Fam135a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col9a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col19a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lmbrd1,36.76,10.25,160.33,6,32,2014.85,14.17,6,13,3268.76,15524,15,1,4,13,5,0,6,7.83,15.07
Adgrb3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931408C20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf3,1,0,2,4239,3,2,1,0,3,0,0,0,6,0,0,3,0,0,2,0
Ptp4a1,2.5,24.5,9577,6963,6,11.5,2811.5,4180,1279.17,173,9835.5,90.5,7,3974.25,3212,13.5,1269,10.5,4.5,8605.5
Gm13363,2.5,24.5,9576,3530,5,11.5,2811.5,4180,1279.17,173,9730.5,90.5,7,3974.25,3212,11.5,1269,10.5,4.5,8605.5
4931428L18Rik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lgsn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pih1d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khdrbs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm9839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prim2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001G17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rab23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bag2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp451,0,0,0,1,0,2,1,1,1,0,1,0,0,0,0,165,1,1,0,0
Gm15455,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Bend6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0
Imp4,0,0,1,0,1,1,2,1,0,0,2,0,1,0,1,4,0,2,1,1
Ptpn18,10,4,7,6,2178,4,3165,8,2326,6943,6,9,5,8,5,5,1,2,4,3
Prss39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amer3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA619741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgef4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fam168b,2,0,7,2,7,6,4,1,2,1,5,0,2092,0,6,2,2,2940,2,5
Plekhb2,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
Hs6st1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Uggt1,5,8,0,2,4,2,12,1,3,2,10,0,9,2,0,3,2,13,3,1
Mir6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurl3,4,64,0,27,3793,22,31,24408,6294,45,33,106157.5,8874,32,2,330,21922,6,38369,14
Arid5a,10,20549,0,4,1,1,15,14,0,0,18,17,0,187,1,4,4,8792,12,10
Kansl3,0,0,1,0,1,0,2,1,0,0,3,0,866,6,0,0,3,1,0,0
Mir6898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fer1l5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lman2l,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Cnnm4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cnnm3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankrd39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
Sema4c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam178b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cox5b,3,8,1,2,2379,2,6,10,20,2426,6,9,25113.5,10,8,15,3414,5017,15,3
Actr1b,15,16,0,2,1,1,17,2,1,1,20,8,4,2,4,5,0,19,0,3
4933424G06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zap70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tmem131,0,0,3,0,0,4,1,0,1,2,0,1,8,5,8790,6,0,1,4,1
Cnga3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inpp4a,4,2,0,0,2789,0,5,1,7,0,1,2,2,0,0,3,3,0,1,1
Coa5,1,3,0,6,2789,1,1,1,4,1,4,1,1,2,605,8,1,1,0,1
Unc50,11058,5,9,2,0,6,0,1,0,5,1,2,5,2,8015,4,0,0,0,11
Mgat4a,3,27,1,0,0,1,2,31,9,9,9,19457,11,9,286,11,3,1,0,2
4930594C11Rik,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2010300C02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsga10,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Lipt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitd1,1,0,0,0,0,1,0,0,0,0,2,0,2,4,2,0,0,2,1805,0
Mrpl30,1,0,0,1,0,0,0,1,2,0,0,0,0,4,0,1,7743,3,1,0
Lyg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txndc9,1,1,3,3,4,2,1,0,10,2,2,0,8,0,3,3,0,5,6.5,4
Eif5b,1,1,1.5,0,1167.5,0,1,1,1055,0,1.5,1,0,0.5,0.5,0,1,0,2.5,0
Rev1,0,0,0.5,0,4.5,0,1,0,6153,0,2.5,1,0,0.5,0.5,0,0,0,2.5,0
Aff3,1,0,2,0,2,2,1,3,3,1,0,2,4,1,3,0,1,0,1,1
Lonrf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chst10,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0
